HOLE_ID,DEPTH,FROM,TO,LAYER,Ni,Fe,MgO,SiO2,,,HOLE_ID,,,,,,TRUE
ITB_I8,20,0,1,LIM,0,0,0,0,,,ITB_I8,,,,,,
ITB_I8,,1,2,LIM,0.56,38.98,2.84,12.86,,,,,,,,,
ITB_I8,,2,3,LIM,0.72,41.4,2.78,12.28,,,,,,,,,
ITB_I8,,3,4,LIM,0.82,40.81,1.94,12.54,,,,,,,,,
ITB_I8,,4,5,LIM,0.99,40.15,3.2,13.64,,,,,,,,,
ITB_I8,,5,6,LIM,1.22,42.96,2.82,12.98,,,,,,,,,
ITB_I8,,6,7,LIM,0.66,42.2,1.9,13.58,,,,,,,,,
ITB_I8,,7,8,LIM,1.01,39.03,6.58,20.31,,,,,,,,,
ITB_I8,,8,9,LIM,1.39,38.47,3.82,19.27,,,,,,,,,
ITB_I8,,9,10,LIM,1.43,39.24,3.89,20.22,,,,,,,,,
ITB_I8,,10,11,LIM,1.29,31.79,3.91,19.79,,,,,,,,,
ITB_I8,,11,12,LIM,1.57,25.02,3.33,24.42,,,,,,,,,
ITB_I8,,12,13,LIM,0.28,5.8,31.33,36.33,,,,,,,,,
ITB_I8,,13,13.75,LIM,0.46,7.65,11.85,32.9,,,,,,,,,
ITB_I8,,13.75,14,SAP,2.34,27.63,2.88,21.5,,,,,,,,,
ITB_I8,,14,15,SAP,2.04,23.29,10.07,30.48,,,,,,,,,
ITB_I8,,15,16,SAP,2.53,32.48,6.23,24.43,,,,,,,,,
ITB_I8,,16,17,SAP,2.03,24.4,9.52,28.88,,,,,,,,,
ITB_I8,,17,18,BRK,0,0,0,0,,,,,,,,,
ITB_I8,,18,19,BRK,0,0,0,0,,,,,,,,,
ITB_I8,,19,20,BRK,0,0,0,0,,,,,,,,,
ITB_J8,30,0,1,LIM,0.83,31.21,4.18,22.2,,,ITB_J8,,,,,,
ITB_J8,,1,2,LIM,1.09,39.25,4.25,10.23,,,,,,,,,
ITB_J8,,2,3,LIM,1.27,40.89,4.05,9.2,,,,,,,,,
ITB_J8,,3,4,LIM,1.31,42,4.07,8.47,,,,,,,,,
ITB_J8,,4,5,LIM,1.08,37.49,4.14,12.38,,,,,,,,,
ITB_J8,,5,6,LIM,1.17,38.97,4,13.6,,,,,,,,,
ITB_J8,,6,7,LIM,1.14,34.49,4.15,18.59,,,,,,,,,
ITB_J8,,7,8,LIM,1.23,34.14,4.26,22.17,,,,,,,,,
ITB_J8,,8,9,LIM,1.07,28.74,5.22,29.52,,,,,,,,,
ITB_J8,,9,10,LIM,1.2,43.03,3.88,7.55,,,,,,,,,
ITB_J8,,10,11,LIM,1.14,37.89,3.94,13.7,,,,,,,,,
ITB_J8,,11,12,SAP,1.1,19.57,9.77,43.39,,,,,,,,,
ITB_J8,,12,13,SAP,1.56,35.07,4.28,21.71,,,,,,,,,
ITB_J8,,13,14,SAP,1.35,33.93,4.33,22.85,,,,,,,,,
ITB_J8,,14,15,SAP,1.23,28.5,6.09,29.47,,,,,,,,,
ITB_J8,,15,15.7,SAP,1.36,36.15,4.66,17.26,,,,,,,,,
ITB_J8,,15.7,16,SAP,0.85,11.37,25.68,41.15,,,,,,,,,
ITB_J8,,16,17,SAP,1.81,24.91,6.97,34.84,,,,,,,,,
ITB_J8,,17,18,SAP,0.57,6.82,34.36,43,,,,,,,,,
ITB_J8,,18,19,BRK,0.45,6.31,35.28,42.14,,,,,,,,,
ITB_J8,,19,19.3,BRK,0.57,6.61,34.24,43.66,,,,,,,,,
ITB_J8,,19.3,20,BRK,1.52,21.66,9.15,37.36,,,,,,,,,
ITB_J8,,20,21,BRK,2.46,26.98,5.36,18.7,,,,,,,,,
ITB_J8,,21,22,BRK,0.44,6.24,37.12,42.39,,,,,,,,,
ITB_J8,,22,23,BRK,0.52,9.36,30.9,37.5,,,,,,,,,
ITB_J8,,23,24,BRK,0.45,6.45,35.53,42.72,,,,,,,,,
ITB_J8,,24,25,BRK,0.78,8.86,29.62,42.82,,,,,,,,,
ITB_J8,,25,26,BRK,2.65,28.31,4.94,16.16,,,,,,,,,
ITB_J8,,26,27,BRK,2.72,28.75,4.94,16.03,,,,,,,,,
ITB_J8,,27,28,BRK,0.53,6.83,35.89,41.68,,,,,,,,,
ITB_J8,,28,29,BRK,0.39,5.75,36.59,44.21,,,,,,,,,
ITB_J8,,29,30,BRK,0,0,0,0,,,,,,,,,
ITB_K8,32,0,1,LIM,0.9,43.66,0.61,1.32,,,ITB_K8,,,,,,
ITB_K8,,1,2,LIM,0.92,44.51,0.59,1.17,,,,,,,,,
ITB_K8,,2,3,LIM,0.82,42.83,0.4,0.75,,,,,,,,,
ITB_K8,,3,4,LIM,1.16,44.58,0.51,0.99,,,,,,,,,
ITB_K8,,4,5,LIM,1.12,42.82,0.45,1.1,,,,,,,,,
ITB_K8,,5,6,LIM,1.34,41.64,0.46,1.01,,,,,,,,,
ITB_K8,,6,7,LIM,1.16,43.39,1.2,2.19,,,,,,,,,
ITB_K8,,7,8,LIM,1.58,38.5,1.02,6.12,,,,,,,,,
ITB_K8,,8,9,LIM,1.26,42.85,0.43,2.49,,,,,,,,,
ITB_K8,,9,10,LIM,0.64,36.72,0.94,4.69,,,,,,,,,
ITB_K8,,10,11,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_K8,,11,12,LIM,1.2,26.53,3.61,8.63,,,,,,,,,
ITB_K8,,12,13,LIM,1.89,36.47,0.97,7.06,,,,,,,,,
ITB_K8,,13,14,LIM,1.6,29.23,2.11,11.09,,,,,,,,,
ITB_K8,,14,15,LIM,1.44,27.42,3.95,12.89,,,,,,,,,
ITB_K8,,15,16,SAP,1.8,26.9,3.03,12.13,,,,,,,,,
ITB_K8,,16,17,SAP,2.01,33.58,1.49,10.32,,,,,,,,,
ITB_K8,,17,18,SAP,2.12,35.96,0.95,9.32,,,,,,,,,
ITB_K8,,18,19,BRK,0.26,6.51,20.12,20.94,,,,,,,,,
ITB_K8,,19,20,BRK,0.26,6.47,21.3,21.91,,,,,,,,,
ITB_K8,,20,21,BRK,0.69,15.21,8.91,14.12,,,,,,,,,
ITB_K8,,21,22,BRK,0.69,15.21,8.91,14.12,,,,,,,,,
ITB_K8,,22,23,BRK,0.23,6.39,20.33,20.82,,,,,,,,,
ITB_K8,,23,24,BRK,0.22,6.34,21.3,21.46,,,,,,,,,
ITB_K8,,24,25,BRK,0.22,6.2,19.86,20.11,,,,,,,,,
ITB_K8,,25,26,BRK,0.33,6.44,19.83,21.17,,,,,,,,,
ITB_K8,,26,27,BRK,1,22.9,4.42,15.28,,,,,,,,,
ITB_K8,,27,28,BRK,0.66,29.64,2.45,12.26,,,,,,,,,
ITB_K8,,28,29,BRK,1.22,32.57,1.31,11.73,,,,,,,,,
ITB_K8,,29,30,BRK,1.33,28.79,2.94,13.65,,,,,,,,,
ITB_K8,,30,31,BRK,1.13,28.79,2.94,13.65,,,,,,,,,
ITB_K8,,31,32,BRK,0.25,6.62,21.89,22.59,,,,,,,,,
ITB_K10,28,0,1,LIM,1.14,42.71,10.37,6.76,,,ITB_K10,,,,,,
ITB_K10,,1,2,LIM,1.2,42.04,0.64,7.26,,,,,,,,,
ITB_K10,,2,3,LIM,1.31,41.7,1.38,7.44,,,,,,,,,
ITB_K10,,3,4,LIM,1.18,40.14,4.55,8.9,,,,,,,,,
ITB_K10,,4,5,LIM,1.27,39.77,0.96,7.74,,,,,,,,,
ITB_K10,,5,6,LIM,0.94,40.85,1.68,7.56,,,,,,,,,
ITB_K10,,6,7,LIM,1.14,41.16,0.63,7.11,,,,,,,,,
ITB_K10,,7,8,LIM,1.46,40.99,0.83,8.6,,,,,,,,,
ITB_K10,,8,9,SAP,1.53,41.16,3.32,9.47,,,,,,,,,
ITB_K10,,9,10,SAP,1.52,42.1,1.56,8.29,,,,,,,,,
ITB_K10,,10,11,SAP,1.57,40.96,1.4,8.15,,,,,,,,,
ITB_K10,,11,12,SAP,1.22,37.5,3.09,9.91,,,,,,,,,
ITB_K10,,12,13,SAP,1.61,40.9,2.73,9.91,,,,,,,,,
ITB_K10,,13,14,SAP,1.58,38.39,6.22,13.57,,,,,,,,,
ITB_K10,,14,15,SAP,1.52,36.54,6.43,13.81,,,,,,,,,
ITB_K10,,15,16,BRK,1.4,28.53,14.54,21,,,,,,,,,
ITB_K10,,16,16.3,BRK,1.51,25.27,12.15,19.32,,,,,,,,,
ITB_K10,,16.3,17,BRK,0.37,6.97,31.27,27.93,,,,,,,,,
ITB_K10,,17,18,BRK,0.26,3.94,34.76,31.23,,,,,,,,,
ITB_K10,,18,19,BRK,0.34,4.43,36.29,30.38,,,,,,,,,
ITB_K10,,19,19.45,BRK,0.37,5.69,30.29,28.45,,,,,,,,,
ITB_K10,,19.45,20,BRK,1.18,13.55,22.38,32.33,,,,,,,,,
ITB_K10,,20,21,BRK,1.69,11.5,29.6,33.04,,,,,,,,,
ITB_K10,,21,21.7,BRK,0.24,4.1,38.38,30.44,,,,,,,,,
ITB_K10,,21.7,22,BRK,0.38,5.57,32.19,30.36,,,,,,,,,
ITB_K10,,22,23,BRK,0.29,4.17,35.72,29.5,,,,,,,,,
ITB_K10,,23,23.25,BRK,0.51,4.78,35.1,31.29,,,,,,,,,
ITB_K10,,23.25,23.5,BRK,2.3,23.08,11.64,22.78,,,,,,,,,
ITB_K10,,23.5,24,BRK,0.31,4.5,37.57,29.07,,,,,,,,,
ITB_K10,,24,24.8,BRK,1.09,15.16,16.99,31.75,,,,,,,,,
ITB_K10,,24.8,25,BRK,1.58,13.37,17.06,27.41,,,,,,,,,
ITB_K10,,25,25.25,BRK,1.49,11.6,23.83,31.51,,,,,,,,,
ITB_K10,,25.25,26,BRK,0.4,5.26,33.74,30.21,,,,,,,,,
ITB_K10,,26,27,BRK,0.39,4.99,37.84,32.17,,,,,,,,,
ITB_K10,,27,28,BRK,0.44,5.18,34.17,32.21,,,,,,,,,
ITB_L3,28,0,1,LIM,0.09,33.13,2.83,15.37,,,ITB_L3,,,,,,
ITB_L3,,1,2,LIM,0.15,31.66,2.88,17.51,,,,,,,,,
ITB_L3,,2,3,LIM,0.1,36,2.85,14.38,,,,,,,,,
ITB_L3,,3,4,LIM,0.13,29.52,2.91,13.72,,,,,,,,,
ITB_L3,,4,5,LIM,0.11,25.61,2.95,13.28,,,,,,,,,
ITB_L3,,5,6,LIM,0.18,29.92,3.12,14.16,,,,,,,,,
ITB_L3,,6,7,LIM,0.17,27.22,2.84,14.33,,,,,,,,,
ITB_L3,,7,8,LIM,0.2,27.16,2.97,19.46,,,,,,,,,
ITB_L3,,8,9,LIM,0.15,26.31,2.83,21.68,,,,,,,,,
ITB_L3,,9,10,LIM,0.25,26.85,3.05,23.11,,,,,,,,,
ITB_L3,,10,11,LIM,0.61,16.23,3.94,32.47,,,,,,,,,
ITB_L3,,11,12,LIM,0.65,17.43,3.91,33.09,,,,,,,,,
ITB_L3,,12,13,LIM,0.76,23.84,4.07,28.9,,,,,,,,,
ITB_L3,,13,14,SAP,1.56,29.68,3.68,25.97,,,,,,,,,
ITB_L3,,14,14.7,SAP,1.77,28.19,4.59,28.37,,,,,,,,,
ITB_L3,,14.7,15,SAP,2.18,17.04,8.32,33.8,,,,,,,,,
ITB_L3,,15,15.5,SAP,1.94,13.17,11.22,32.42,,,,,,,,,
ITB_L3,,15.5,16,SAP,2.29,17.34,9.74,31.3,,,,,,,,,
ITB_L3,,16,17,SAP,1.79,18.15,9.94,31.95,,,,,,,,,
ITB_L3,,17,18,SAP,1.43,22.25,7.43,29.57,,,,,,,,,
ITB_L3,,18,19,SAP,1.97,21.86,7.78,29.06,,,,,,,,,
ITB_L3,,19,20,SAP,1.53,19.67,8.7,30.22,,,,,,,,,
ITB_L3,,20,21,SAP,1.24,20.21,8.85,30.8,,,,,,,,,
ITB_L3,,21,22,SAP,1.61,16.71,9.81,34.05,,,,,,,,,
ITB_L3,,22,23,SAP,2.02,18.99,9.29,33.61,,,,,,,,,
ITB_L3,,23,24,BRK,0.88,9.15,15.21,34.08,,,,,,,,,
ITB_L3,,24,25,BRK,1.63,20.09,9.34,33.69,,,,,,,,,
ITB_L3,,25,25.55,BRK,1.36,19.1,8.85,32.52,,,,,,,,,
ITB_L3,,25.55,26,BRK,1.28,16.01,11.77,33.57,,,,,,,,,
ITB_L3,,26,27,BRK,0.51,7.89,17.33,34.29,,,,,,,,,
ITB_L3,,27,28,BRK,0.83,11.3,15.45,34.71,,,,,,,,,
ITB_L7,43,0,1,LIM,0.1046,36.2151,2.17219344,13.6949475,,,ITB_L7,,,,,,
ITB_L7,,1,2,LIM,0.2266,30.6336,12.7196786,35.6917818,,,,,,,,,
ITB_L7,,2,3,LIM,0.1971,31.3353,2.9265358,21.4997307,,,,,,,,,
ITB_L7,,3,4,LIM,0.4683,33.9288,12.7120518,38.9751468,,,,,,,,,
ITB_L7,,4,5,LIM,0.6047,37.962,2.8961944,16.3753284,,,,,,,,,
ITB_L7,,5,6,LIM,0.4525,33.1425,2.02400644,20.4631713,,,,,,,,,
ITB_L7,,6,7,LIM,0.4274,26.687,12.7254816,43.5701466,,,,,,,,,
ITB_L7,,7,8,LIM,0.7253,28.3246,4.71941398,6.3049164,,,,,,,,,
ITB_L7,,8,9,LIM,0.9014,35.1525,1.99186126,19.6308864,,,,,,,,,
ITB_L7,,9,10,LIM,1.102,40.3608,2.9527322,16.1263488,,,,,,,,,
ITB_L7,,10,11,LIM,1.1104,41.2292,1.96780937,15.8904171,,,,,,,,,
ITB_L7,,11,12,LIM,1.1779,40.0742,2.8386618,15.6679611,,,,,,,,,
ITB_L7,,12,13,LIM,1.0789,40.2833,2.03426554,15.3744903,,,,,,,,,
ITB_L7,,13,14,LIM,1.2298,40.012,12.7675948,36.4789338,,,,,,,,,
ITB_L7,,14,15,LIM,1.3879,41.679,3.0346374,14.6964273,,,,,,,,,
ITB_L7,,15,16,LIM,1.109,37.4856,12.7853354,36.7488756,,,,,,,,,
ITB_L7,,16,17,LIM,1.2727,13.1257,19.0840774,54.157341,,,,,,,,,
ITB_L7,,17,18,LIM,1.4461,35.874,3.7135884,20.7215625,,,,,,,,,
ITB_L7,,18,19,LIM,0.8527,27.5253,2.05398581,32.502105,,,,,,,,,
ITB_L7,,19,20,LIM,0.5206,21.0124,2.10744712,49.3332543,,,,,,,,,
ITB_L7,,20,21,LIM,0.9191,28.8271,3.0696212,32.8903335,,,,,,,,,
ITB_L7,,21,22,LIM,1.194,30.9322,2.63852653,21.5414412,,,,,,,,,
ITB_L7,,22,23,LIM,1.7977,28.9016,3.4592512,24.5766822,,,,,,,,,
ITB_L7,,23,24,LIM,0.1636,4.291,16.454821,34.4650653,,,,,,,,,
ITB_L7,,24,25,LIM,0.2402,4.8901,17.825987,35.1185298,,,,,,,,,
ITB_L7,,25,26,SAP,2.1486,26.0483,4.1877764,27.2917149,,,,,,,,,
ITB_L7,,26,27,SAP,0.1991,4.575,15.0511582,35.3108259,,,,,,,,,
ITB_L7,,27,27.3,SAP,1.7267,24.8095,15.091116,48.358512,,,,,,,,,
ITB_L7,,27.3,28,BRK,0.1446,25.2784,3.334238,17.614665,,,,,,,,,
ITB_L7,,28,29,BRK,0.1636,4.3371,17.8150442,34.5842076,,,,,,,,,
ITB_L7,,29,30,BRK,0.1338,3.4289,15.9970472,37.3987038,,,,,,,,,
ITB_L7,,30,30.5,BRK,1.7764,27.7049,4.2534332,24.7347543,,,,,,,,,
ITB_L7,,30.5,31,BRK,0.1927,5.0327,19.6219326,35.6607663,,,,,,,,,
ITB_L7,,31,32,BRK,1.3485,18.9074,16.980407,54.1201224,,,,,,,,,
ITB_L7,,32,33,BRK,2.3195,31.1611,2.60216372,27.8467854,,,,,,,,,
ITB_L7,,33,34,BRK,1.5838,18.9113,3.65588728,38.2076736,,,,,,,,,
ITB_L7,,34,35,BRK,0.3446,5.6593,17.4638798,38.1867114,,,,,,,,,
ITB_L7,,35,36,BRK,2.1521,21.6724,3.51077801,38.7871287,,,,,,,,,
ITB_L7,,36,36.3,BRK,1.2917,14.7055,17.9508344,56.3046831,,,,,,,,,
ITB_L7,,36.3,37,BRK,0.2134,4.9515,16.7331992,36.0389415,,,,,,,,,
ITB_L7,,37,38,BRK,0.1603,4.6447,16.7836024,35.8286778,,,,,,,,,
ITB_L7,,38,38.5,BRK,0.2339,4.7359,17.3403588,35.8374477,,,,,,,,,
ITB_L7,,38.5,39,BRK,0.1664,4.3972,19.4546404,34.8188559,,,,,,,,,
ITB_L7,,39,40,BRK,0.1902,4.5065,15.4595236,34.0879596,,,,,,,,,
ITB_L7,,40,41,BRK,0,0,0,0,,,,,,,,,
ITB_L7,,41,42,BRK,0,0,0,0,,,,,,,,,
ITB_L7,,42,43,BRK,0,0,0,0,,,,,,,,,
ITB_L8,25.6,0,1,LIM,0.96,46.12,6.47,7.55,,,ITB_L8,,,,,,
ITB_L8,,1,2,LIM,1.12,46.47,4.22,6.71,,,,,,,,,
ITB_L8,,2,3,LIM,1.09,46.86,3.74,6.48,,,,,,,,,
ITB_L8,,3,4,LIM,1.28,45.63,3.59,6.53,,,,,,,,,
ITB_L8,,4,5,LIM,1.27,45.37,3.39,6.45,,,,,,,,,
ITB_L8,,5,6,LIM,1.23,44.45,3.4,6.46,,,,,,,,,
ITB_L8,,6,7,LIM,1.16,41.88,4.35,6.47,,,,,,,,,
ITB_L8,,7,8,LIM,1.18,44.73,3.49,6.35,,,,,,,,,
ITB_L8,,8,9,SAP,1.36,42.41,3.5,7.05,,,,,,,,,
ITB_L8,,9,10,SAP,1.26,42.64,3.48,6.49,,,,,,,,,
ITB_L8,,10,11,SAP,1.09,38.84,4.8,8.72,,,,,,,,,
ITB_L8,,11,11.6,SAP,1.11,36.76,7.69,10.12,,,,,,,,,
ITB_L8,,11.6,12,SAP,0.7,6.76,36.45,20.77,,,,,,,,,
ITB_L8,,12,13,SAP,1.07,12.02,17.96,26.43,,,,,,,,,
ITB_L8,,13,14,SAP,1.18,17.08,15.38,21.46,,,,,,,,,
ITB_L8,,14,15,SAP,1.79,18.83,21.15,16.35,,,,,,,,,
ITB_L8,,15,16,SAP,0.91,8.62,33.17,20.16,,,,,,,,,
ITB_L8,,16,16.85,SAP,0.55,5.58,39.36,20.89,,,,,,,,,
ITB_L8,,16.85,17,SAP,1.63,15.99,24.49,20.57,,,,,,,,,
ITB_L8,,17,18,BRK,1.3,17.58,13.91,22.02,,,,,,,,,
ITB_L8,,18,19,BRK,1.3,11.69,20.38,27.93,,,,,,,,,
ITB_L8,,19,20,BRK,0.79,5.21,26.82,32.8,,,,,,,,,
ITB_L8,,20,21,BRK,0.64,4.18,27.91,32.58,,,,,,,,,
ITB_L8,,21,21.6,BRK,0.68,6.39,34.14,25.42,,,,,,,,,
ITB_L8,,21.6,22,BRK,0.49,4.51,43.29,22.63,,,,,,,,,
ITB_L8,,22,23,BRK,0.49,4.51,43.29,22.63,,,,,,,,,
ITB_L8,,23,24,BRK,0.49,4.51,43.29,22.63,,,,,,,,,
ITB_L8,,24,24.2,BRK,0.49,4.51,43.29,22.63,,,,,,,,,
ITB_L8,,24.2,25,BRK,0.87,11.08,20.13,29.98,,,,,,,,,
ITB_L8,,25,25.6,BRK,0.95,10.64,16.81,33.78,,,,,,,,,
ITB_M14,35,0,1,LIM,0.77,51.87,0.08,1.42,,,ITB_M14,,,,,,
ITB_M14,,1,2,LIM,0.88,50.78,0.09,1.23,,,,,,,,,
ITB_M14,,2,3,LIM,1.05,51.37,0.09,1.74,,,,,,,,,
ITB_M14,,3,4,LIM,0.33,52.48,0.1,1.21,,,,,,,,,
ITB_M14,,4,5,LIM,0.77,52.91,0.11,0.97,,,,,,,,,
ITB_M14,,5,6,LIM,0.85,52.72,0.11,1.31,,,,,,,,,
ITB_M14,,6,7,LIM,1.69,50.77,0.13,1.14,,,,,,,,,
ITB_M14,,7,8,LIM,0.57,49.76,0.12,1.05,,,,,,,,,
ITB_M14,,8,9,LIM,0.27,50.04,0.12,1.08,,,,,,,,,
ITB_M14,,9,10,LIM,0.26,50.64,0.1,1.24,,,,,,,,,
ITB_M14,,10,11,LIM,1.38,49.55,0.11,1.2,,,,,,,,,
ITB_M14,,11,12,LIM,1.46,50.71,0.11,0.97,,,,,,,,,
ITB_M14,,12,13,LIM,1.14,50.71,0.11,1.56,,,,,,,,,
ITB_M14,,13,14,SAP,1.6,51.54,0.13,1.14,,,,,,,,,
ITB_M14,,14,15,SAP,1.5,50.43,0.15,1.29,,,,,,,,,
ITB_M14,,15,16,SAP,1.31,49.71,0.13,1.2,,,,,,,,,
ITB_M14,,16,17,SAP,1.43,49.1,0.16,1.17,,,,,,,,,
ITB_M14,,17,18,SAP,1.49,49.2,0.13,1.24,,,,,,,,,
ITB_M14,,18,19,SAP,1.56,48.91,0.13,1.3,,,,,,,,,
ITB_M14,,19,20,SAP,1.41,48.93,0.11,1.41,,,,,,,,,
ITB_M14,,20,21,SAP,1.55,48.8,0.14,1.14,,,,,,,,,
ITB_M14,,21,22,BRK,1.29,49.45,0.13,1.17,,,,,,,,,
ITB_M14,,22,23,BRK,1.41,48.59,0.12,1.37,,,,,,,,,
ITB_M14,,23,24,BRK,1.17,45.36,0.12,1.8,,,,,,,,,
ITB_M14,,24,25,BRK,1.45,39.05,0.12,3.06,,,,,,,,,
ITB_M14,,25,26,BRK,1.4,18.16,0.04,17.91,,,,,,,,,
ITB_M14,,26,27,BRK,1.63,15.63,0.03,15.9,,,,,,,,,
ITB_M14,,27,27.3,BRK,1.65,20.6,0.06,10.32,,,,,,,,,
ITB_M14,,27.3,28,BRK,1.63,7.51,0,31.16,,,,,,,,,
ITB_M14,,28,29,BRK,1.39,8.94,0.01,27.32,,,,,,,,,
ITB_M14,,29,30,BRK,1.49,8.37,0.01,28.07,,,,,,,,,
ITB_M14,,30,31,BRK,1.78,6.64,0.01,22.1,,,,,,,,,
ITB_M14,,31,32,BRK,1.67,7.47,0,33.44,,,,,,,,,
ITB_M14,,32,33,BRK,1.2,7.58,0,35.22,,,,,,,,,
ITB_M14,,33,34,BRK,0.26,7.42,0,34.9,,,,,,,,,
ITB_M14,,34,35,BRK,0.22,7.24,0,34.25,,,,,,,,,
ITB_M19,13,0,1,LIM,0.67,38.23,2.15,0.02,,,ITB_M19,,,,,,
ITB_M19,,1,2,LIM,1.06,49.04,1.89,0.03,,,,,,,,,
ITB_M19,,2,3,LIM,1.09,49.66,1.86,0.02,,,,,,,,,
ITB_M19,,3,4,LIM,1.25,44.44,2.07,0.01,,,,,,,,,
ITB_M19,,4,5,LIM,1.06,49.45,2.32,0.01,,,,,,,,,
ITB_M19,,5,6,LIM,1.37,46.46,8.49,0.01,,,,,,,,,
ITB_M19,,6,7,SAP,1.48,44.49,25.45,0.01,,,,,,,,,
ITB_M19,,7,8,SAP,1.74,35.59,36.44,0.01,,,,,,,,,
ITB_M19,,8,9,SAP,1.71,34.52,39.05,0.02,,,,,,,,,
ITB_M19,,9,10,SAP,1.65,12.29,39.98,0.11,,,,,,,,,
ITB_M19,,10,11,SAP,1.55,9.35,42.87,2.41,,,,,,,,,
ITB_M19,,11,12,BRK,0.64,8.78,41.08,1.69,,,,,,,,,
ITB_M19,,12,13,BRK,0.72,9.33,41.42,2.03,,,,,,,,,
